VenueID,VenueType,SummaryLength,RedactedTokens,InferenceTime_ms,Score,AgentID
6,Research Lab,166,9,1105.42,0.63,A1574
6,Research Lab,125,22,1312.33,0.69,A1009
6,Research Lab,67,25,1210.54,0.81,A1114
6,Research Lab,125,16,951.72,0.78,A1077
6,Research Lab,104,9,1225.84,0.66,A1967
6,Research Lab,41,21,1330.97,0.78,A1904
6,Research Lab,151,18,1471.18,0.85,A1707
6,Research Lab,125,11,1206.24,0.91,A1925
6,Research Lab,177,2,981.6,0.62,A1152
6,Research Lab,102,16,1006.21,0.66,A1558
6,Research Lab,166,3,960.24,0.9,A1036
6,Research Lab,182,23,1307.29,0.66,A1854
6,Research Lab,53,26,948.8,0.97,A1378
6,Research Lab,97,27,1181.69,0.95,A1596
6,Research Lab,136,9,979.24,0.79,A1565
6,Research Lab,45,6,1511.52,0.75,A1151
6,Research Lab,186,4,1351.63,0.98,A1440
6,Research Lab,51,9,1122.74,0.9,A1130
6,Research Lab,124,7,981.16,0.91,A1042
6,Research Lab,86,14,1220.36,0.66,A1315
6,Research Lab,51,1,1455.83,0.72,A1373
6,Research Lab,170,12,1120.34,0.98,A1920
6,Research Lab,168,22,1345.03,0.67,A1955
6,Research Lab,140,27,1034.79,0.91,A1815
6,Research Lab,149,21,1483.29,0.93,A1995
6,Research Lab,176,11,942.2,0.99,A1881
6,Research Lab,148,22,1542.72,0.65,A1040
6,Research Lab,197,12,1316.97,0.64,A1920
6,Research Lab,64,19,968.29,0.95,A1366
6,Research Lab,165,29,958.39,0.93,A1215
6,Research Lab,155,5,1378.93,0.81,A1698
6,Research Lab,99,11,801.62,0.7,A1255
6,Research Lab,170,11,1524.95,0.73,A1682
6,Research Lab,60,27,1030.41,0.74,A1105
6,Research Lab,121,25,1076.79,0.84,A1362
7,Bank,62,15,1674.75,0.91,A1997
7,Bank,133,14,1354.05,0.7,A1635
7,Bank,72,19,1053.27,0.72,A1767
7,Bank,195,14,1289.19,0.67,A1158
7,Bank,187,27,1132.72,0.94,A1947
7,Bank,86,5,1021.75,0.74,A1952
7,Bank,60,2,1049.06,0.9,A1242
7,Bank,184,6,1633.2,0.91,A1885
7,Bank,116,14,1322.95,0.86,A1166
7,Bank,190,26,1127.62,0.64,A1999
7,Bank,159,13,1532.12,0.81,A1819
7,Bank,74,18,1163.89,0.98,A1830
7,Bank,117,26,1039.4,0.89,A1181
7,Bank,193,5,1172.84,0.71,A1902
7,Bank,122,13,1258.79,0.91,A1422
7,Bank,110,13,1295.09,0.88,A1025
7,Bank,163,22,1859.86,0.78,A1183
7,Bank,159,5,1359.61,0.65,A1754
7,Bank,69,8,1194.17,0.72,A1946
7,Bank,92,2,1109.05,0.69,A1340
7,Bank,117,29,1003.31,0.94,A1801
7,Bank,41,8,1244.63,0.73,A1953
7,Bank,125,8,1571.59,0.71,A1421
7,Bank,51,2,1234.41,0.7,A1821
7,Bank,89,20,979.86,0.92,A1685
7,Bank,176,3,1210.82,0.94,A1884
7,Bank,104,7,389.03,0.72,A1752
7,Bank,115,13,1403.36,0.9,A1830
7,Bank,144,18,1158.77,0.84,A1254
7,Bank,90,5,1485.86,0.83,A1273
7,Bank,196,18,1222.63,0.64,A1163
7,Bank,189,11,719.41,0.79,A1806
7,Bank,125,11,1236.96,0.89,A1718
7,Bank,40,7,1365.45,0.85,A1110
7,Bank,45,21,977.26,0.78,A1391
7,Bank,66,7,803.99,0.69,A1893
7,Bank,145,0,775.51,0.84,A1039
7,Bank,181,2,422.06,0.77,A1879
7,Bank,123,23,1488.8,0.93,A1481
7,Bank,152,29,1909.12,0.92,A1227
7,Bank,187,27,1107.04,0.77,A1204
7,Bank,101,9,661.72,0.71,A1836
7,Bank,165,8,966.25,0.84,A1940
7,Bank,127,20,1141.7,0.73,A1471
7,Bank,80,6,1770.36,0.99,A1358
7,Bank,116,13,1181.8,0.66,A1312
7,Bank,147,18,1449.4,0.88,A1840
7,Bank,51,28,1145.56,0.72,A1814
7,Bank,84,25,1243.46,0.87,A1892
7,Bank,107,29,1015.57,0.91,A1233
7,Bank,121,4,1136.66,0.89,A1228
7,Bank,115,25,903.85,0.73,A1024
7,Bank,80,6,1734.62,0.85,A1675
7,Bank,90,10,880.44,0.83,A1197
7,Bank,181,17,1109.62,0.85,A1408
7,Bank,156,1,1104.8,0.81,A1336
7,Bank,170,15,1295.08,0.78,A1285
7,Bank,94,12,1770.28,0.76,A1885
7,Bank,140,20,1028.96,0.78,A1071
7,Bank,191,24,1385.55,0.63,A1990
7,Bank,60,21,1111.21,0.63,A1791
7,Bank,112,20,1525.08,0.94,A1285
7,Bank,69,27,1031.43,0.78,A1359
7,Bank,118,8,801.42,0.77,A1656
7,Bank,143,10,649.3,0.83,A1521
7,Bank,139,27,1551.37,0.87,A1409
7,Bank,73,23,1334.63,0.62,A1695
7,Bank,104,0,891.11,0.97,A1863
7,Bank,58,28,495.14,0.6,A1549
7,Bank,165,10,1300.35,0.72,A1339
7,Bank,77,4,1566.64,0.83,A1961
7,Bank,104,3,1233.35,0.67,A1028
7,Bank,108,29,1201.65,0.98,A1118
7,Bank,43,25,1057.29,0.62,A1898
7,Bank,146,26,1122.36,0.71,A1993
7,Bank,161,28,1679.59,0.74,A1267
7,Bank,163,4,412.86,0.99,A1182
7,Bank,152,28,833.8,0.71,A1594
7,Bank,165,19,1989.88,0.67,A1985
7,Bank,92,26,658.32,0.93,A1271
7,Bank,170,9,1362.85,0.67,A1039
7,Bank,124,13,1454.63,0.86,A1111
7,Bank,60,11,1251.25,0.66,A1610
7,Bank,63,28,1578.06,0.77,A1444
7,Bank,150,1,440.91,0.99,A1353
7,Bank,121,7,1114.2,0.73,A1746
7,Bank,191,25,1715.66,0.66,A1805
7,Bank,44,16,1113.87,0.88,A1321
7,Bank,157,18,1277.39,0.83,A1446
7,Bank,93,12,894.13,0.78,A1620
7,Bank,188,21,1091.47,0.91,A1523
7,Bank,59,8,1284.04,0.94,A1118
7,Bank,51,5,1162.61,0.98,A1394
7,Bank,91,5,848.22,0.83,A1921
7,Bank,141,10,1391.94,0.75,A1590
7,Bank,121,27,982.42,0.92,A1194
7,Bank,43,6,1549.74,0.95,A1260
7,Bank,186,5,1138.66,0.7,A1045
7,Bank,108,12,1465.64,0.96,A1725
7,Bank,106,21,1436.74,0.81,A1446
8,Hospital,103,29,1525.36,0.73,A1532
8,Hospital,74,23,1346.98,0.81,A1947
8,Hospital,86,2,1039.32,0.61,A1825
8,Hospital,104,3,1456.99,0.93,A1551
8,Hospital,40,14,1326.41,0.9,A1703
8,Hospital,167,8,1021.85,0.9,A1736
8,Hospital,74,1,1133.24,0.88,A1962
8,Hospital,167,3,938.25,0.76,A1759
8,Hospital,141,10,962.27,0.92,A1754
8,Hospital,73,12,1107.61,0.97,A1686
8,Hospital,162,5,1061.02,0.8,A1201
8,Hospital,163,15,1134.17,0.79,A1372
8,Hospital,105,1,1494.39,0.68,A1441
8,Hospital,73,6,1570.71,0.76,A1071
8,Hospital,159,29,1545.09,0.81,A1971
8,Hospital,197,20,1283.95,0.61,A1680
8,Hospital,186,20,1644.37,0.67,A1942
8,Hospital,62,29,1056.43,0.78,A1338
8,Hospital,93,19,1327.59,0.78,A1638
8,Hospital,149,19,1865.62,0.72,A1321
8,Hospital,118,21,897.84,0.96,A1679
8,Hospital,47,17,1250.32,0.76,A1868
8,Hospital,198,13,910.71,0.76,A1127
8,Hospital,132,25,1480.76,0.88,A1737
8,Hospital,77,16,942.47,0.64,A1921
8,Hospital,104,10,1537.68,0.71,A1307
8,Hospital,194,1,1508.23,0.95,A1519
8,Hospital,180,18,1000.88,0.95,A1316
8,Hospital,151,23,1180.34,0.75,A1682
8,Hospital,159,22,1794.51,0.6,A1418
8,Hospital,62,20,1489.62,0.98,A1334
8,Hospital,147,10,1570.84,0.97,A1412
8,Hospital,64,29,1144.4,0.85,A1713
8,Hospital,76,9,677.68,0.64,A1302
8,Hospital,87,6,350.24,0.78,A1567
8,Hospital,185,13,1205.07,0.9,A1130
8,Hospital,144,27,1114.08,0.82,A1196
8,Hospital,139,1,1298.23,0.68,A1430
8,Hospital,112,5,1511.73,0.68,A1680
8,Hospital,148,22,1177.27,0.84,A1962
8,Hospital,176,23,1241.49,0.78,A1388
8,Hospital,104,3,1098.03,0.63,A1693
8,Hospital,52,24,1354.32,0.81,A1766
8,Hospital,86,20,1376.92,0.87,A1924
8,Hospital,52,4,1252.95,0.61,A1178
8,Hospital,170,14,1224.7,0.73,A1630
8,Hospital,51,21,1474.21,0.94,A1582
8,Hospital,161,27,915.47,0.76,A1308
8,Hospital,104,19,691.15,0.69,A1415
8,Hospital,131,25,1101.44,0.93,A1561
8,Hospital,173,6,1230.56,0.74,A1853
8,Hospital,165,11,1664.71,0.6,A1000
8,Hospital,82,20,1249.43,0.93,A1311
8,Hospital,199,10,1215.27,0.92,A1293
8,Hospital,84,21,1293.62,0.84,A1215
8,Hospital,118,27,1244.98,0.78,A1440
8,Hospital,43,25,1837.93,0.85,A1804
8,Hospital,71,27,1329.89,0.9,A1593
8,Hospital,56,26,1430.5,0.95,A1621
8,Hospital,64,9,1634.36,0.72,A1670
8,Hospital,122,10,1206.41,0.95,A1329
8,Hospital,134,27,1313.32,0.85,A1476
8,Hospital,104,16,1154.58,0.88,A1452
8,Hospital,96,14,1324.94,0.62,A1452
8,Hospital,65,16,1198.55,0.69,A1691
8,Hospital,93,0,1431.9,0.97,A1218
8,Hospital,194,1,1201.14,0.87,A1523
8,Hospital,173,5,712.1,0.96,A1484
8,Hospital,117,9,1148.95,0.82,A1812
8,Hospital,45,28,805.78,0.79,A1922
8,Hospital,147,0,487.3,0.86,A1982
8,Hospital,55,3,1379.47,0.97,A1815
8,Hospital,87,23,720.56,0.77,A1753
8,Hospital,58,22,1338.65,0.63,A1173
8,Hospital,157,17,1327.77,0.9,A1674
8,Hospital,180,9,1205.74,0.79,A1086
8,Hospital,135,3,1415.93,0.86,A1290
8,Hospital,123,23,812.02,0.9,A1527
8,Hospital,132,21,1541.31,0.91,A1679
8,Hospital,195,9,1304.88,0.91,A1648
8,Hospital,143,1,1616.29,0.7,A1634
8,Hospital,194,24,1219.83,0.76,A1343
8,Hospital,147,12,1197.84,0.8,A1095
8,Hospital,110,16,1384.51,0.85,A1838
8,Hospital,187,20,688.59,0.84,A1974
8,Hospital,155,28,1073.24,0.82,A1769
8,Hospital,130,17,836.65,0.67,A1240
8,Hospital,148,19,1419.23,0.64,A1688
8,Hospital,49,26,1077.89,0.97,A1317
8,Hospital,178,23,1405.9,0.83,A1230
8,Hospital,138,11,958.47,0.74,A1825
8,Hospital,86,22,1487.36,0.97,A1203
8,Hospital,79,4,1623.32,0.79,A1150
8,Hospital,182,17,1078.38,0.68,A1025
8,Hospital,175,8,1423.83,0.61,A1047
8,Hospital,107,25,712.49,0.97,A1250
8,Hospital,168,2,1004.11,0.92,A1486
8,Hospital,73,24,1564.01,0.78,A1625
8,Hospital,155,22,1149.84,0.81,A1870
8,Hospital,96,28,1399.85,0.76,A1786
9,Hospital,93,5,980.55,0.72,A1466
9,Hospital,42,18,893.04,0.62,A1424
9,Hospital,115,5,1443.58,0.76,A1907
9,Hospital,180,22,1601.35,0.84,A1644
9,Hospital,69,29,1028.8,0.71,A1589
9,Hospital,165,15,1420.27,0.95,A1199
9,Hospital,157,3,1637.92,0.86,A1735
9,Hospital,98,22,683.97,0.81,A1713
9,Hospital,71,26,1239.98,0.7,A1393
9,Hospital,49,21,675.23,0.7,A1506
9,Hospital,107,15,1515.58,0.9,A1409
9,Hospital,141,16,900.58,0.8,A1249
9,Hospital,90,3,1185.42,0.66,A1151
9,Hospital,54,6,1334.58,0.78,A1671
9,Hospital,40,14,1526.24,0.94,A1704
9,Hospital,120,1,1477.25,0.91,A1005
9,Hospital,112,12,1392.54,0.66,A1914
9,Hospital,120,16,865.84,0.88,A1768
9,Hospital,148,22,635.87,0.79,A1881
9,Hospital,139,3,1347.95,0.75,A1788
9,Hospital,122,10,744.64,0.87,A1906
9,Hospital,122,5,1092.89,0.81,A1109
9,Hospital,122,20,1745.77,0.94,A1797
9,Hospital,52,15,1211.98,0.91,A1435
9,Hospital,186,11,1326.16,0.92,A1224
9,Hospital,134,3,1109.11,0.84,A1180
9,Hospital,41,23,1201.94,0.63,A1823
9,Hospital,158,2,1605.85,0.93,A1980
9,Hospital,122,18,1220.92,0.71,A1712
9,Hospital,114,4,1008.07,0.74,A1530
9,Hospital,184,5,1565.32,0.76,A1475
9,Hospital,157,23,939.47,0.91,A1051
9,Hospital,101,17,1744.0,0.73,A1570
9,Hospital,86,6,1002.77,0.97,A1255
9,Hospital,180,19,1535.22,0.68,A1939
9,Hospital,186,21,1634.55,0.83,A1868
9,Hospital,187,28,1327.34,0.96,A1124
9,Hospital,175,25,1149.57,0.78,A1467
9,Hospital,56,1,1654.08,0.87,A1136
9,Hospital,110,26,1015.99,0.84,A1820
9,Hospital,137,24,1422.82,0.81,A1475
9,Hospital,61,25,1609.44,0.84,A1683
9,Hospital,78,26,1036.0,0.83,A1543
9,Hospital,123,2,1118.5,0.85,A1572
9,Hospital,197,20,1443.42,0.88,A1609
9,Hospital,87,5,855.52,0.72,A1324
9,Hospital,139,26,1505.3,0.97,A1972
9,Hospital,193,24,1281.45,0.66,A1773
9,Hospital,118,26,1365.44,0.68,A1912
9,Hospital,61,3,1302.18,0.87,A1453
9,Hospital,64,12,1131.18,0.83,A1627
9,Hospital,88,8,1186.96,0.78,A1834
9,Hospital,168,9,1537.31,0.67,A1736
9,Hospital,71,5,1099.78,0.98,A1913
9,Hospital,184,9,1192.93,0.64,A1516
9,Hospital,124,24,1147.69,0.77,A1436
9,Hospital,54,3,1703.24,0.6,A1850
9,Hospital,131,16,1052.27,0.81,A1928
9,Hospital,80,9,912.69,0.86,A1561
9,Hospital,190,14,1394.99,0.89,A1456
9,Hospital,86,0,990.42,0.7,A1918
9,Hospital,79,10,938.84,0.78,A1162
9,Hospital,101,25,1678.68,0.75,A1761
9,Hospital,177,17,1690.26,0.91,A1882
9,Hospital,58,3,1222.79,0.68,A1486
9,Hospital,141,0,1422.8,0.7,A1460
9,Hospital,130,13,1493.27,0.77,A1265
9,Hospital,173,10,974.15,0.81,A1769
9,Hospital,152,27,1443.1,0.86,A1253
9,Hospital,95,26,1119.11,0.78,A1860
9,Hospital,97,10,1516.4,0.79,A1652
9,Hospital,153,27,1330.82,0.66,A1283
9,Hospital,118,27,1200.81,0.91,A1784
9,Hospital,43,21,389.45,0.8,A1796
9,Hospital,100,10,1437.95,0.64,A1533
9,Hospital,94,2,1195.04,0.76,A1496
9,Hospital,160,0,1646.32,0.97,A1641
9,Hospital,148,14,1225.58,0.87,A1244
9,Hospital,74,3,897.66,0.7,A1281
9,Hospital,95,9,864.88,0.81,A1450
9,Hospital,60,28,1514.69,0.91,A1079
9,Hospital,94,13,1059.96,0.96,A1730
9,Hospital,135,4,856.34,0.8,A1292
9,Hospital,78,15,790.99,0.94,A1240
9,Hospital,100,8,1292.48,0.91,A1278
9,Hospital,126,16,553.02,0.73,A1343
9,Hospital,197,24,503.51,0.88,A1327
9,Hospital,155,14,880.29,0.79,A1914
9,Hospital,84,16,1385.87,0.81,A1553
9,Hospital,147,17,1323.22,0.72,A1082
9,Hospital,72,29,1115.69,0.74,A1141
9,Hospital,154,3,1327.49,0.65,A1154
9,Hospital,67,10,786.71,0.69,A1236
9,Hospital,195,23,1030.57,0.84,A1392
9,Hospital,176,14,1360.91,0.86,A1710
9,Hospital,196,17,1309.97,0.73,A1156
9,Hospital,180,21,1092.35,0.97,A1723
9,Hospital,87,16,1216.99,0.79,A1219
9,Hospital,100,28,1306.39,0.8,A1065
9,Hospital,52,4,1186.51,0.9,A1424
10,Bank,46,25,394.56,0.61,A1338
10,Bank,56,10,1277.87,0.63,A1555
10,Bank,170,14,1121.23,0.88,A1477
10,Bank,183,24,1309.22,0.89,A1425
10,Bank,112,23,1132.55,0.94,A1063
10,Bank,147,18,1687.64,0.71,A1211
10,Bank,196,18,1091.47,0.79,A1852
10,Bank,178,20,1564.6,0.76,A1430
10,Bank,96,7,798.55,0.89,A1398
10,Bank,118,27,1173.84,0.81,A1926
10,Bank,88,12,1435.96,0.99,A1788
10,Bank,59,28,325.9,0.82,A1598
10,Bank,106,18,1245.3,0.84,A1968
10,Bank,101,3,1115.02,0.78,A1712
10,Bank,155,10,1586.82,0.6,A1020
10,Bank,169,29,1490.4,0.93,A1877
10,Bank,176,27,971.06,0.64,A1901
10,Bank,87,24,1274.68,0.83,A1783
10,Bank,97,4,550.36,0.86,A1589
10,Bank,138,4,1291.39,0.68,A1389
10,Bank,83,28,1673.41,0.74,A1488
10,Bank,173,28,869.66,0.66,A1006
10,Bank,183,22,821.51,0.9,A1965
10,Bank,101,9,1796.94,0.72,A1360
10,Bank,52,10,945.71,0.72,A1305
10,Bank,79,12,1004.37,0.68,A1771
10,Bank,133,29,1204.69,0.67,A1399
10,Bank,120,25,1470.68,0.87,A1873
10,Bank,179,18,1353.24,0.91,A1913
10,Bank,167,29,1509.17,0.87,A1976
10,Bank,100,0,1589.23,0.78,A1855
10,Bank,149,12,1234.3,0.86,A1429
10,Bank,174,21,1153.05,0.98,A1551
10,Bank,123,25,1592.49,0.87,A1765
10,Bank,67,7,1304.9,0.62,A1752
10,Bank,173,24,730.56,0.95,A1559
10,Bank,196,6,1059.26,0.82,A1819
10,Bank,77,15,1393.39,0.92,A1617
10,Bank,179,10,1934.84,0.72,A1919
10,Bank,52,16,847.11,0.97,A1225
10,Bank,188,18,1142.75,0.63,A1499
10,Bank,74,21,1188.94,0.61,A1224
10,Bank,191,17,890.48,0.65,A1279
10,Bank,138,2,1534.01,0.84,A1446
10,Bank,124,28,1690.18,0.99,A1497
10,Bank,166,18,1726.43,0.77,A1029
10,Bank,113,28,793.79,0.83,A1398
10,Bank,191,10,1034.04,0.96,A1344
10,Bank,67,4,1046.28,0.77,A1684
10,Bank,89,3,1866.01,0.94,A1695
10,Bank,192,13,1180.16,0.86,A1817
10,Bank,94,21,1004.07,0.75,A1414
10,Bank,114,20,1044.18,0.85,A1741
10,Bank,128,8,1246.03,0.63,A1169
10,Bank,189,18,1425.09,0.76,A1860
10,Bank,143,11,1379.77,0.62,A1478
10,Bank,132,13,1356.92,0.87,A1941
10,Bank,51,7,1599.26,0.91,A1130
10,Bank,170,27,441.13,0.66,A1637
10,Bank,76,16,1111.02,0.71,A1546
10,Bank,75,21,1726.64,0.74,A1027
10,Bank,189,19,1671.91,0.61,A1928
10,Bank,79,25,1258.51,0.94,A1403
10,Bank,183,13,972.52,0.86,A1606
10,Bank,46,15,1388.86,0.71,A1577
10,Bank,112,2,958.71,0.68,A1678
10,Bank,76,9,1459.9,0.84,A1027
10,Bank,134,20,1682.29,0.62,A1085
10,Bank,59,27,1302.92,0.97,A1658
10,Bank,186,13,1292.54,0.75,A1438
10,Bank,110,11,1171.19,0.62,A1138
10,Bank,177,19,818.31,0.77,A1887
10,Bank,123,2,1076.58,0.85,A1472
10,Bank,132,29,1054.79,0.61,A1186
10,Bank,177,6,775.51,0.72,A1051
10,Bank,75,4,810.03,0.67,A1266
10,Bank,43,17,1464.36,0.66,A1388
10,Bank,61,1,1085.93,0.92,A1335
10,Bank,50,27,879.23,0.79,A1216
10,Bank,49,7,1309.3,0.72,A1465
10,Bank,191,2,1151.78,0.98,A1334
10,Bank,96,22,1510.75,0.62,A1345
10,Bank,48,21,1362.55,0.86,A1779
10,Bank,184,14,1692.35,0.68,A1900
10,Bank,102,22,1116.33,0.68,A1388
10,Bank,121,12,1453.55,0.89,A1284
10,Bank,115,11,1527.22,0.65,A1770
10,Bank,87,17,1587.15,0.65,A1974
10,Bank,78,3,1330.16,0.95,A1851
10,Bank,148,16,411.96,0.92,A1431
10,Bank,173,18,1228.29,0.94,A1258
10,Bank,93,3,1718.24,0.98,A1854
10,Bank,111,24,936.52,0.65,A1083
10,Bank,159,27,1488.59,0.66,A1481
10,Bank,195,2,1332.6,0.71,A1019
10,Bank,111,29,1070.88,0.66,A1767
10,Bank,71,2,1571.47,0.82,A1552
10,Bank,108,29,936.9,0.99,A1053
10,Bank,166,8,1240.62,0.8,A1974
10,Bank,166,21,699.47,0.89,A1358
11,Law Firm,84,9,1360.45,0.89,A1665
11,Law Firm,168,14,1568.69,0.68,A1070
11,Law Firm,191,25,1242.63,0.96,A1799
11,Law Firm,150,26,1372.41,0.83,A1980
11,Law Firm,195,24,1459.36,0.9,A1667
11,Law Firm,184,29,1655.67,0.99,A1041
11,Law Firm,135,17,1551.5,0.67,A1772
11,Law Firm,133,20,1090.4,0.62,A1031
11,Law Firm,120,7,1410.4,0.78,A1972
11,Law Firm,147,20,861.87,0.62,A1253
11,Law Firm,197,0,966.78,0.73,A1204
11,Law Firm,179,0,1408.0,0.9,A1859
11,Law Firm,175,7,1267.45,0.84,A1020
11,Law Firm,81,29,1345.64,0.62,A1636
11,Law Firm,142,10,853.04,0.82,A1156
11,Law Firm,124,7,1381.77,0.96,A1244
11,Law Firm,173,21,1229.42,0.9,A1129
11,Law Firm,154,10,1588.76,0.71,A1484
11,Law Firm,188,18,1562.54,0.85,A1685
11,Law Firm,67,1,1710.85,0.84,A1117
11,Law Firm,76,18,541.73,0.96,A1577
11,Law Firm,97,12,1227.86,0.6,A1970
11,Law Firm,71,16,1462.81,0.99,A1223
11,Law Firm,138,13,1641.8,0.63,A1476
11,Law Firm,67,0,1298.63,0.97,A1716
11,Law Firm,153,3,1208.34,0.68,A1262
11,Law Firm,194,8,1439.28,0.71,A1785
11,Law Firm,158,13,903.92,0.78,A1377
11,Law Firm,73,2,1143.93,0.86,A1171
11,Law Firm,65,19,710.86,0.89,A1620
11,Law Firm,49,18,915.33,0.76,A1621
11,Law Firm,134,17,1724.21,0.95,A1986
11,Law Firm,171,22,1011.48,0.77,A1765
11,Law Firm,105,29,1103.5,0.97,A1735
11,Law Firm,188,24,1267.95,0.67,A1117
11,Law Firm,155,5,1276.52,0.87,A1796
11,Law Firm,149,19,1432.73,0.83,A1838
11,Law Firm,161,4,1611.62,0.74,A1167
11,Law Firm,146,15,926.28,0.94,A1987
11,Law Firm,143,22,1256.54,0.87,A1318
11,Law Firm,79,17,1399.41,0.63,A1110
11,Law Firm,100,4,1227.29,0.64,A1592
11,Law Firm,94,4,1654.92,0.61,A1026
11,Law Firm,69,10,1380.64,0.81,A1951
11,Law Firm,115,6,1277.33,0.72,A1319
11,Law Firm,164,21,827.47,0.77,A1589
11,Law Firm,133,8,1027.64,0.65,A1693
11,Law Firm,128,11,1074.04,0.8,A1929
11,Law Firm,61,7,1208.99,0.65,A1981
11,Law Firm,188,14,1259.11,0.92,A1384
11,Law Firm,138,12,1053.48,0.62,A1406
11,Law Firm,129,12,1326.04,0.63,A1964
11,Law Firm,120,15,1570.15,0.69,A1732
11,Law Firm,111,28,1180.6,0.82,A1203
11,Law Firm,66,12,639.08,0.96,A1077
11,Law Firm,45,4,1083.44,0.96,A1606
11,Law Firm,88,22,1047.06,0.79,A1707
11,Law Firm,59,5,1210.33,0.66,A1850
11,Law Firm,185,3,1717.04,0.63,A1642
11,Law Firm,167,11,1349.73,0.65,A1248
11,Law Firm,58,10,1222.87,0.85,A1104
11,Law Firm,187,3,1146.06,0.87,A1713
11,Law Firm,161,15,1165.1,0.77,A1791
11,Law Firm,110,10,1112.3,0.98,A1308
11,Law Firm,138,3,1720.48,0.86,A1870
11,Law Firm,151,14,942.97,0.75,A1700
11,Law Firm,107,7,1295.24,0.62,A1614
11,Law Firm,129,27,1100.14,0.8,A1824
11,Law Firm,70,2,1204.27,0.89,A1123
11,Law Firm,84,1,727.09,0.95,A1815
11,Law Firm,147,18,744.74,0.71,A1579
11,Law Firm,69,9,901.19,0.72,A1801
11,Law Firm,153,4,1053.39,0.77,A1042
11,Law Firm,165,12,1604.74,0.86,A1355
11,Law Firm,133,5,1276.28,0.8,A1545
11,Law Firm,145,17,1088.37,0.7,A1438
11,Law Firm,161,8,1401.88,0.73,A1677
11,Law Firm,162,2,670.62,0.92,A1379
11,Law Firm,82,16,880.34,0.69,A1070
11,Law Firm,172,21,1557.95,0.92,A1518
11,Law Firm,74,21,1106.89,0.84,A1663
11,Law Firm,42,8,909.32,0.84,A1349
11,Law Firm,126,13,981.12,0.97,A1012
11,Law Firm,62,9,1308.43,0.84,A1869
11,Law Firm,108,14,1455.7,0.9,A1430
11,Law Firm,151,14,1198.1,0.9,A1842
11,Law Firm,97,29,1514.61,0.66,A1501
11,Law Firm,138,10,1696.62,0.61,A1108
11,Law Firm,188,21,1347.36,0.96,A1443
11,Law Firm,81,17,1092.59,0.62,A1983
11,Law Firm,114,15,627.19,0.61,A1370
11,Law Firm,129,15,1595.49,0.6,A1650
11,Law Firm,147,10,1173.23,0.83,A1912
11,Law Firm,116,3,1188.73,0.98,A1848
11,Law Firm,169,25,1485.46,0.71,A1470
11,Law Firm,46,14,893.65,0.8,A1724
11,Law Firm,102,7,1144.9,0.66,A1156
11,Law Firm,102,28,949.57,0.72,A1445
11,Law Firm,75,20,767.45,0.71,A1180
11,Law Firm,53,9,1457.2,0.86,A1751
12,Research Lab,163,28,620.35,0.75,A1630
12,Research Lab,58,12,997.36,0.82,A1827
12,Research Lab,103,4,1018.05,0.66,A1941
12,Research Lab,109,3,1336.77,0.76,A1551
12,Research Lab,55,17,1670.34,0.68,A1793
12,Research Lab,101,21,942.15,0.7,A1495
12,Research Lab,61,19,1106.25,0.69,A1476
12,Research Lab,186,5,1383.01,0.69,A1446
12,Research Lab,118,24,1243.0,0.64,A1845
12,Research Lab,44,19,861.41,0.86,A1748
12,Research Lab,114,4,1273.77,0.65,A1606
12,Research Lab,198,2,314.08,0.83,A1274
12,Research Lab,198,18,694.59,0.84,A1330
12,Research Lab,56,15,580.59,0.85,A1872
12,Research Lab,198,10,1002.51,0.64,A1251
12,Research Lab,110,25,1082.27,0.8,A1850
12,Research Lab,179,16,914.31,0.9,A1957
12,Research Lab,169,9,996.9,0.94,A1088
12,Research Lab,147,18,1470.12,0.73,A1285
12,Research Lab,66,16,1335.37,0.97,A1902
12,Research Lab,88,15,898.12,0.61,A1461
12,Research Lab,49,27,1096.81,0.97,A1249
12,Research Lab,116,23,957.53,0.62,A1768
12,Research Lab,61,24,1412.98,0.93,A1475
12,Research Lab,146,26,945.94,0.79,A1583
12,Research Lab,105,11,1574.89,0.73,A1624
12,Research Lab,115,25,878.74,0.81,A1684
12,Research Lab,191,21,1773.43,0.72,A1388
12,Research Lab,198,24,1255.41,0.82,A1344
12,Research Lab,63,20,1481.37,0.63,A1029
12,Research Lab,117,4,699.42,0.96,A1506
12,Research Lab,115,21,1517.62,0.66,A1871
12,Research Lab,75,12,1268.7,0.87,A1332
12,Research Lab,139,23,642.63,0.91,A1186
12,Research Lab,187,17,738.37,0.89,A1499
12,Research Lab,183,26,1352.14,0.96,A1217
12,Research Lab,188,7,1151.14,0.62,A1363
12,Research Lab,179,15,884.43,0.95,A1816
12,Research Lab,126,13,1174.98,0.72,A1264
12,Research Lab,66,19,243.66,0.85,A1348
12,Research Lab,162,13,925.12,0.7,A1286
12,Research Lab,71,7,1606.63,0.95,A1901
12,Research Lab,74,4,941.49,0.81,A1610
12,Research Lab,61,1,1209.01,0.84,A1718
12,Research Lab,128,7,1115.13,0.64,A1901
12,Research Lab,114,6,1014.28,0.99,A1282
12,Research Lab,127,10,1520.69,0.99,A1569
12,Research Lab,85,2,1227.36,0.92,A1010
12,Research Lab,97,20,954.69,0.86,A1529
12,Research Lab,109,7,710.22,0.72,A1970
12,Research Lab,170,27,1264.99,0.87,A1195
12,Research Lab,148,19,892.27,0.89,A1087
